name,address,phone,website,category,rating,reviews_count,latitude,longitude,gmaps_url
San Gabriel Automotive,"
900 E Las Tunas Dr, San Gabriel, CA 91776",+16262875708; 626) 287-5708,http://san-gabriel-automotive.edan.io/,,4.6,,34.002473,-118.259036,"https://www.google.com/maps/place/%E5%B0%8F%E6%88%B4%E4%BF%AE%E8%BB%8A/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2db33bd773159:0x8ad1ae56705bf3b1!8m2!3d34.0751483!4d-118.0999008!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXpiRGhVVTNKM1JSQUKqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA-gEECAAQGw!16s%2Fg%2F11fl905dz8?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
Wing Hin Auto Repair,"
3754 N Mission Rd D, Los Angeles, CA 90031",+13232233388; 323) 223-3388,https://z7az.top/business/wing-hin-auto-repair-p_i-YBIc,,4.4,,34.069169,-118.504384,"https://www.google.com/maps/place/%E5%B0%8F%E6%88%B4%E4%BF%AE%E8%BB%8A/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2db33bd773159:0x8ad1ae56705bf3b1!8m2!3d34.0751483!4d-118.0999008!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXpiRGhVVTNKM1JSQUKqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA-gEECAAQGw!16s%2Fg%2F11fl905dz8?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
Silver Star Service - Bosch Car Service,"
600 W Garvey Ave, Monterey Park, CA 91754",+16262840312; 626) 284-0312,,,4.7,,34.062174,-118.435842,"https://www.google.com/maps/place/Silver+Star+Service+-+Bosch+Car+Service/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2c55c66899cc5:0xef79f534180ea16d!8m2!3d34.0621739!4d-118.1309716!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXkgEQYXV0b19yZXBhaXJfc2hvcKoBZAoHL20vMGs0agoKL20vMDMwcWIzdBABKg8iC-S_riDovaYg5bqXKBAyHxABIhs3-PnrGabXZAvg9poyNlYh0g0Va87wvwqlGdMyGRACIhXmtJvmnYnnn7Yg5L-uIOi9piDlupfgAQA!16s%2Fg%2F1wbf_p4t?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
JC's Auto Repair Shop Los Angeles,"
4975 Alhambra Ave B, Los Angeles, CA 90032",+13237921777; 323) 792-1777,https://www.autorepairshoplosangeles.com/?utm_source=GBP&utm_medium=Google,,4.9,,34.069791,-118.480875,"https://www.google.com/maps/place/JC's+Auto+Repair+Shop+Los+Angeles/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2c5fd161cbcb3:0x92b3e4d65967bd0a!8m2!3d34.0697906!4d-118.1760042!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA!16s%2Fg%2F11vb8bz8l1?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
Phoenix Auto Care,"
3071 W Valley Blvd, Alhambra, CA 91803",+16267827171; 626) 782-7171,http://www.thephoenixautocare.com/,,4.9,,34.075924,-118.464560,"https://www.google.com/maps/place/Phoenix+Auto+Care/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2c5a7784e1dcb:0x9caeb37d0c9355cc!8m2!3d34.0759235!4d-118.1596892!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTklkMlZ4YW5SUlJSQUKqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA-gEECDEQIg!16s%2Fg%2F11fjmdrptc?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
大通汽修钣金喷漆事故保险理赔 DATONG AUTO REPAIR,"
8629 Garvey Ave #9 Rosemead, CA 91770",+19098986088; 909) 898-6088,,,4.2,,34.002473,-118.259036,"https://www.google.com/maps/place/%E5%A4%A7%E9%80%9A%E6%B1%BD%E4%BF%AE%E9%92%A3%E9%87%91%E5%96%B7%E6%BC%86%E4%BA%8B%E6%95%85%E4%BF%9D%E9%99%A9%E7%90%86%E8%B5%94+DATONG+AUTO+REPAIR/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2d10071138877:0x360d010a1b888ce9!8m2!3d34.0634305!4d-118.0808936!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTjNaMUJQZFdGUkVBRaoBZAoHL20vMGs0agoKL20vMDMwcWIzdBABKg8iC-S_riDovaYg5bqXKBAyHxABIhs3-PnrGabXZAvg9poyNlYh0g0Va87wvwqlGdMyGRACIhXmtJvmnYnnn7Yg5L-uIOi9piDlupfgAQD6AQQIABAY!16s%2Fg%2F11lp5d1s50?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
Union Auto Repair,"
3225 W Olympic Blvd, Los Angeles, CA 90006",+12134841600; 213) 484-1600,,,3.6,,34.052891,-118.611696,"https://www.google.com/maps/place/Union+Auto+Repair/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2c7a300faa667:0x622fec7ea18cdeb3!8m2!3d34.0528914!4d-118.3068254!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXkgEQYXV0b19yZXBhaXJfc2hvcKoBZAoHL20vMGs0agoKL20vMDMwcWIzdBABKg8iC-S_riDovaYg5bqXKBAyHxABIhs3-PnrGabXZAvg9poyNlYh0g0Va87wvwqlGdMyGRACIhXmtJvmnYnnn7Yg5L-uIOi9piDlupfgAQA!16s%2Fg%2F1tpn2vbf?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
Lim's Auto Care,"
521 W Mission Rd, Alhambra, CA 91801",+16264575901; 626) 457-5901,,,4.7,,34.087167,-118.434283,"https://www.google.com/maps/place/%E5%B0%8F%E6%88%B4%E4%BF%AE%E8%BB%8A/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2db33bd773159:0x8ad1ae56705bf3b1!8m2!3d34.0751483!4d-118.0999008!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXpiRGhVVTNKM1JSQUKqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA-gEECAAQGw!16s%2Fg%2F11fl905dz8?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
University Tire & Auto Service,"
2908 S Vermont Ave, Los Angeles, CA 90007",+13237331236; 323) 733-1236,https://www.universitytirecenter.com/,,4.6,,34.028002,-118.595924,"https://www.google.com/maps/place/University+Tire+%26+Auto+Service/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2c7f10371b583:0x18d956b5b72b811!8m2!3d34.0280021!4d-118.2910537!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA!16s%2Fg%2F1thq0zvx?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
La Auto Center,"
1129 W Washington Blvd, Los Angeles, CA 90015",+12137472847; 213) 747-2847,http://www.laautocenter.biz/,,4.3,,34.039435,-118.586726,"https://www.google.com/maps/place/%E5%B0%8F%E6%88%B4%E4%BF%AE%E8%BB%8A/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2db33bd773159:0x8ad1ae56705bf3b1!8m2!3d34.0751483!4d-118.0999008!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXpiRGhVVTNKM1JSQUKqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA-gEECAAQGw!16s%2Fg%2F11fl905dz8?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
King Kun Auto,"
217 W Pomona Blvd, Monterey Park, CA 91754",+19093483999; 909) 348-3999,,,4.8,,34.033854,-118.437055,"https://www.google.com/maps/place/King+Kun+Auto/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2cfc1d72d2a9b:0x1e02b24245ee4245!8m2!3d34.0338545!4d-118.1321839!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXkgEQYXV0b19yZXBhaXJfc2hvcKoBZAoHL20vMGs0agoKL20vMDMwcWIzdBABKg8iC-S_riDovaYg5bqXKBAyHxABIhs3-PnrGabXZAvg9poyNlYh0g0Va87wvwqlGdMyGRACIhXmtJvmnYnnn7Yg5L-uIOi9piDlupfgAQA!16s%2Fg%2F11hd23bz0w?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
Starz Auto Repair 小劉汽车修理,"
2727 Stingle Ave # 3A, Rosemead, CA 91770",+16265733133; 626) 573-3133,,,4.4,,34.002473,-118.259036,"https://www.google.com/maps/place/Starz+Auto+Repair+%E5%B0%8F%E5%8A%89%E6%B1%BD%E8%BD%A6%E4%BF%AE%E7%90%86/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2d07a58089a21:0x75f7492ce4b9664a!8m2!3d34.0616047!4d-118.0753911!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjJhVjlEYnpKblJSQUKqAWQKBy9tLzBrNGoKCi9tLzAzMHFiM3QQASoPIgvkv64g6L2mIOW6lygQMh8QASIbN_j56xmm12QL4PaaMjZWIdINFWvO8L8KpRnTMhkQAiIV5rSb5p2J55-2IOS_riDovaYg5bqX4AEA-gEECAAQBw!16s%2Fg%2F1tv3nz5d?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
希音修车,"
9549 Garvey Ave, South El Monte, CA 91733",+16264484829; 626) 448-4829,,,4.3,,34.002473,-118.259036,"https://www.google.com/maps/place/%E5%B8%8C%E9%9F%B3%E4%BF%AE%E8%BD%A6/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2d0863f45ca37:0x60cc14edf7961697!8m2!3d34.0631417!4d-118.0614823!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlNObEJMTWxGbkVBRaoBZAoHL20vMGs0agoKL20vMDMwcWIzdBABKg8iC-S_riDovaYg5bqXKBAyHxABIhs3-PnrGabXZAvg9poyNlYh0g0Va87wvwqlGdMyGRACIhXmtJvmnYnnn7Yg5L-uIOi9piDlupfgAQD6AQQIABAR!16s%2Fg%2F1thffqfr?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
"Hero Collision Center, Inc. 豪杰汽车","
400 E Garvey Ave, Monterey Park, CA 91755",+16268720707; 626) 872-0707,,,4.6,,34.062346,-118.421392,"https://www.google.com/maps/place/Hero+Collision+Center,+Inc.+%E8%B1%AA%E6%9D%B0%E6%B1%BD%E8%BD%A6/@34.0024725,-118.2590365,11z/data=!4m10!1m2!2m1!1z5rSb5p2J55-2IOS_rui9puW6lw!3m6!1s0x80c2c5a9f328995b:0xbb3b57acfc751401!8m2!3d34.0623462!4d-118.1165216!15sChPmtJvmnYnnn7Yg5L-u6L2m5bqXWhciFea0m-adieeftiDkv64g6L2mIOW6l5IBEGF1dG9fcmVwYWlyX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTm5iV0ZMU2tGM0VBRaoBZAoHL20vMGs0agoKL20vMDMwcWIzdBABKg8iC-S_riDovaYg5bqXKBAyHxABIhs3-PnrGabXZAvg9poyNlYh0g0Va87wvwqlGdMyGRACIhXmtJvmnYnnn7Yg5L-uIOi9piDlupfgAQD6AQQIYxAT!16s%2Fg%2F11n7q3n2j9?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D"
